;author_in_publication;text;name;city;type;issue;year_emigration;description;peculiarity;name_part;pages;name_in_russia;year_russia
1278;Алексеев Г.;Обреченная;Руль;Берлин;газета;№2636;30.07.1929;проза;отрывок;;4;;
1279;Караваева А.;Жалобная книга;Руль;Берлин;газета;№2636;30.07.1929;проза;полный текст;;2—3;;
1280;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;02.08.1929;проза;отрывок;Учительница и медведь;2—3;;
1281;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;02.08.1929;проза;отрывок;Медведица-мать;2—3;;
1282;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;02.08.1929;проза;отрывок;Чулок;2—3;;
1283;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;02.08.1929;проза;отрывок;Больной;2—3;;
1284;Соколов-Микитов И.;Рассказы о медведях;Руль;Берлин;газета;№2639;02.08.1929;проза;отрывок;Орехи;2—3;;
1285;Безыменский А.;Выстрел;Руль;Берлин;газета;№2643;06.08.1929;проза;полный текст;;2—3;Молодая гвардия;
1286;Шишков В.;Маленькие люди;Руль;Берлин;газета;№2659;25.08.1929;проза;отрывок;Бой с заречными;7—8;Красная новь;
1287;Шишков В.;Маленькие люди;Руль;Берлин;газета;№2659;25.08.1929;проза;отрывок;Мелюзга;7—8;Красная новь;
1288;Лидин В.;Матрос;Руль;Берлин;газета;№2664;31.08.1929;проза;полный текст;;2;Красная новь;
1289;Пильняк Б.А.;Покупатели старины;Руль;Берлин;газета;№2671;08.09.1929;проза;отрывок;;2—3;Красная новь;
1290;Обручев С.;С аэроплана на оленей;Руль;Берлин;газета;№2671;20.09.1929;проза;полный текст;;2—3;Новый мир;
1291;Соколов-Микитов И.;Дороги;Руль;Берлин;газета;№2684;24.09.1929;проза;полный текст;;2—3;Новый мир;
1292;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2690;01.10.1929;проза;отрывок;;2—3;;
1293;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2692;03.10.1929;проза;отрывок;;2;;
1294;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2694;05.10.1929;проза;отрывок;;2;;
1295;Зощенко М.М.;..ма с цветами;Руль;Берлин;газета;№2695;06.10.1929;проза;полный текст;;7—8;;
1296;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2699;11.10.1929;проза;отрывок;;2;;
1297;Сергеева Е.;С натуры;Руль;Берлин;газета;№2701;13.10.1929;проза;полный текст;;7—8;;
1298;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2706;19.10.1929;проза;отрывок;;2;;
1299;Богданов Н.;Первая девушка;Руль;Берлин;газета;№2708;22.10.1929;проза;отрывок;;2—3;;
1300;Гроссман Л.;Смерть Пушкина;Руль;Берлин;газета;№2719;03.11.1929;проза;отрывок;;2—3;;
1301;Гроссман Л.;Смерть Пушкина;Руль;Берлин;газета;№2720;05.11.1929;проза;отрывок;;2;;
1302;Кольцов М.;Мертвая петля;Руль;Берлин;газета;№2724;09.11.1929;проза;полный текст;;2;;
1303;Буданцев С.;Возраст;Руль;Берлин;газета;№2725;10.11.1929;проза;полный текст;;7—8;Прожектор;
1305;Инбер В.;Внимание;Руль;Берлин;газета;№2729;15.11.1929;проза;полный текст;;2—3;Красная новь;
1306;Фирса.. А.;Справедливость;Руль;Берлин;газета;№2730;16.11.1929;проза;полный текст;;7—8;Красная новь;
1307;Бедный Д.;Ната;Руль;Берлин;газета;№2733;20.11.1929;проза;полный текст;;2—3;;
1308;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2736;24.11.1929;проза;отрывок;Прилушиваюсь;7—8;;
1309;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2736;24.11.1929;проза;отрывок;Словесные бунты;7—8;;
1310;Чуковский К.И.;Детские стишки;Руль;Берлин;газета;№2748;08.12.1929;проза;полный текст;;8;;
1311;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;10.12.1929;проза;отрывок;Колпак ;4;;
1312;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;10.12.1929;проза;отрывок;Непредвиденное обстоятельство;4;;
1313;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2749;10.12.1929;проза;отрывок;Зеленая продукция;4;;
1314;Пришвин М.;Сославино;Руль;Берлин;газета;№2752;13.12.1929;проза;полный текст;;2—3;;
1315;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2752;13.12.1929;проза;отрывок;;4;;
1316;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;15.12.1929;проза;отрывок;Зубное дело;7;;
1317;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;15.12.1929;проза;отрывок;Чудный отдых;7—8;;
1318;Зощенко М.М.;Мелочи жизни;Руль;Берлин;газета;№2754;15.12.1929;проза;отрывок;Драка;8;;
1319;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2755;17.12.1929;проза;отрывок;;5;;
1320;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2756;18.12.1929;проза;отрывок;;5;;
1321;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2757;19.12.1929;проза;отрывок;;3;;
1322;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2759;21.12.1929;проза;отрывок;;3;;
1323;Чуковский К.И.;Маленькие дети;Руль;Берлин;газета;№2760;22.12.1929;проза;полный текст;;7;;
1324;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2761;24.12.1929;проза;отрывок;;5;;
1325;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2763;28.12.1929;проза;отрывок;;3;;
1326;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2764;29.12.1929;проза;отрывок;;5—6;;
1327;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2765;31.12.1929;проза;отрывок;;4—5;;
1328;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2766;01.01.1930;проза;отрывок;;6—7;;
1329;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2767;03.01.1930;проза;отрывок;;5—6;;
1330;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2768;04.01.1930;проза;отрывок;;3;;
1331;Новиков-Прибой Л.;Подводники;Руль;Берлин;газета;№2769;05.01.1930;проза;отрывок;;5—6;;
